QUESTION,SENTENCE,LABEL
What has still not been fully interpreted?,"Iconographically, this is probably Tintoretto's most complex painting, and it has still not been fully interpreted.",1
Whose teacher is Masolino often regarded as?,"Masolino, who is often regarded as Masaccio's teacher, belonged to the generation of Gentile da Fabriano and Lorenzo Monaco.",1
"What shows the Ascension, Apostles and music-making angels?","Only fragment of this remain, showing the Ascension, Apostles and music-making angels.",1
What did Rubens produce?,"Rubens produced a number of large format hunting scenes in 1614-15, many with mythological backdrop.",1
What did Barend Cornelis Koekkoek combine with a revival of the Dutch seventeenth-century style?,"Barend Cornelis Koekkoek combined Romantic landscape with a revival of the Dutch seventeenth-century style, in particular the dramatic mood painting of Jacob van Ruisdael and Allaert van Everdingen.",1
Who uses a more dramatic approach than his predecessors by other Dutch painters?,"In this winter landscape, a genre treated before by other Dutch painters, Ruisdael uses a more dramatic approach than his predecessors, he emphasizes the bad weather with the black clouds which darken the whole scene",1
What belonged to the triptych executed by Hans Sch &#228; ufelein with the contribution of the Master of Engerda?,This panel belonged to the triptych executed by Hans Sch &#228; ufelein with the contribution of the Master of Engerda.,1
What did amongst the painter around Rubens hold?,"Amongst the painter around Rubens, Theodor van Thulden held an important position.",1
Who was commissioned to decorate the arch?,Gregorio Lazzarini was commissioned to decorate the arch.,1
"Who colonnades that reveal glimpses of imposing classical buildings frame a variety of figures, The present picture shows a pair of lovers engaged in affectionate conversation?","Faux colonnades that reveal glimpses of imposing classical buildings frame a variety of figures, The present picture shows a pair of lovers engaged in affectionate conversation",1
What were ``cassone'''' or other similar piece of furniture recognized as?,Having been generically attributed to the school of Botticelli they were recognized as the work of Sellaio.,1
Who did Virtuosity of brushwork and the ability to define clearly make Hals the greatest painter after?,Virtuosity of brushwork and the ability to define clearly and succintly the salient features of his sitters made Hals the greatest of Dutch portrait painter after Rembrandt.,1
What does the picture show?,The picture shows one of the seven predella paintings,1
"Whose style is characterized by its use of a monochromatic palette of green, gray and silvery tones?","Heda's style is characterized by its use of a monochromatic palette of green, gray and silvery tones.",1
What depicts the most important moment in the history of the relic of the Holy Cross: the ceremony at which it was offered to the Scuola di San Giovanni Evangelista by Philippe de Mzires in 1369?,This canvas depicts the most important moment in the history of the relic of the Holy Cross: the ceremony at which it was offered to the Scuola di San Giovanni Evangelista by Philippe de Mzires in 1369.,1
What usually conceals a hidden message underneath what appears to be a scene from everyday life?,Genre painting from the seventeenth century usually conceals a hidden message underneath what appears to be a scene from everyday life.,1
What is an early painting of the artist?,"This is an early painting of the artist, it is signed and dated 1634",1
Who are shown wearing pontifical robes and the tiara?,All popes are shown wearing pontifical robes and the tiara,1
What does the third predella painting show by St Nicholas of three innocents condamned and the death of the Saint?,The third predella painting shows the liberation by St Nicholas of three innocents condamned (on the left) and the death of the Saint (on the right).,1
"What can scenes of farming and handicraft set in the middle of grotesques, in the place of motifs in a more traditional antique style, be found in particular in?","They can be found in particular in the decoration of the Uffizi, on the ceilings of the rooms of the Armoury, painted in 1588 in a military and technological vein.",1
What shows an elegant musical company in an interior with a gentleman playing a lute?,The painting shows an elegant musical company in an interior with a gentleman playing a lute.,1
Who shows a cardinal to be one of the four Latin Fathers of the Church?,"St Jerome appears dressed as a cardinal, showing him to be one of the four Latin Fathers of the Church.",1
What was to venerate the Virgin Mary as the Queen of Heaven with some altar paintings?,"With some altar paintings the intention was to venerate the Virgin Mary as the Queen of Heaven, and this meant that the traditional Sacra Conversazione was not suited to the task.",1
What are almost too vivid?,"The colors are almost too vivid, like the early genre paintings.",1
What may Isaiah's forehead express bewilderment yet in?,His forehead may express bewilderment yet he is clad in the green cloak of hope.,1
What is the companion-piece of a painting representing an unidentified nobleman?,This is the companion-piece of a painting representing an unidentified nobleman,1
